,car_id,amount,name,region,use_type,mileage
22,/uooeplTNTjyhMjx8cgcF1AH6,"₦ 4,680,000",Mercedes-Benz GL-Class 2007 Silver,"Oyo State, Ibadan",326140 km,326140 km
23,/pIDiKBiTDgDvwOkODUp3G2ha,"₦ 3,375,000",Mercedes-Benz B-Class 2008 Silver,"Kaduna State, Kaduna / Kaduna State",99999 km,99999 km
24,/dyaXh4MzHKnQAis8CXaQPPsM,"₦ 6,861,093",Toyota Tundra 2008 White,"Abuja (FCT), Wuse",124166 km,124166 km
25,/44EPskf55bBCsTGbBXTrPTYj,"₦ 3,937,500",Toyota Camry 2007 Gold,"Lagos State, Isolo",168212 km,168212 km
26,/kgTgdgupXaqgQF53ngEEaaEi,"₦ 7,176,000",Lexus ES 2007 Black,"Rivers State, Port-Harcourt",101740 km,101740 km
27,/vXWpUmhQ97UZeEYNbbeUpWPn,"₦ 1,687,500",Honda Civic 2002 Blue,"Abuja (FCT), Lugbe District",294264 km,294264 km
28,/cYVIGV9sRucMcMHaCBvukHka,"₦ 2,925,000",Toyota Corolla 2005 Green,"Lagos State, Ajah",64935 km,64935 km
29,/fwwiSI1PdiLA7MaEHb7pIabB,"₦ 4,162,500",Mercedes-Benz C300 2010 Black,"Abuja (FCT), Jabi",208221 km,208221 km
30,/r7P4koefu2wsTbeUBCj8GcBg,"₦ 4,160,000",Honda Accord Crosstour 2010 Silver,"Lagos State, Lekki",213435 km,213435 km
31,/no5cklIi5Ulkg43nkQEskyHR,"₦ 7,350,000",Kia Optima 2013 Black,"Lagos State, Alimosho",328458 km,328458 km
32,/mnDC1rg6ThFgxm5nRgoighL,"₦ 1,470,000",Volkswagen Jetta 2009 Blue,"Oyo State, Ibadan",...,...
33,/ozm2KDncbEFzNGozdYfVI4gJ,"₦ 8,320,000",Honda Pilot 2011 Gray,"Lagos State, Kosofe",354471 km,354471 km
34,/tHNLirC9X1G89TJvhn7u6eou,"₦ 2,184,000",Toyota Camry 2002 Green,"Abuja (FCT), Lugbe District",553889 km,553889 km
35,/nmx6NNnvB05dIEOzYhrGXsNz,"₦ 4,680,000",Toyota Highlander 2002 Green,"Lagos State, Ifako-Ijaiye",243887 km,243887 km
36,/7Zmw7zv3gjNGYxE4xY0uomCW,"₦ 3,570,000",Honda Ridgeline 2006 Red,"Rivers State, Port-Harcourt",147666 km,147666 km
37,/yBj1PNwz6wOn5cyhqoGTQJix,"₦ 3,885,000",Hyundai Santa Fe 2013 Black,"Lagos State, Ajah",125109 km,125109 km
38,/1wOvW9gxhogTQbwQG91Koue3,"₦ 17,850,000",Mercedes-Benz GLE-Class 2017 Gray,"Lagos State, Lekki",281695 km,281695 km
39,/ieTyt2FubXGNSAmDueQ6M3ic,"₦ 9,975,000",Chrysler 300C 2012 Gray,"Ogun State, Ado-Odo/Ota",225769 km,225769 km
40,/zXWcZQ1cRyhNFfgH0K2C69yO,"₦ 5,720,000",Lexus ES 2011 Gold,"Lagos State, Alimosho",109036 km,109036 km
41,/soykWKLr9A6FLUHkXssLIOw3,"₦ 2,964,000",Toyota Corolla 2006 Blue,"Abuja (FCT), Kubwa",166394 km,166394 km
42,/Bqy8fS8Me2wAaoMRndG519gj,"₦ 924,000",Mazda 626 2000 White,"Akwa Ibom State, Uyo",203790 km,203790 km
43,/6twq2VvVWmc4Ymjp0A2iZUzI,"₦ 4,095,000",Acura MDX 2007 Black,"Rivers State, Port-Harcourt",257497 km,257497 km
44,/6os0nRNyZYmCg3lixZ2jH2Nu,"₦ 3,150,000",Lexus RX 2004 Silver,"Lagos State, Ojodu",259575 km,259575 km
45,/Ccv49WHTKQhjWnQlj6GY953u,"₦ 7,350,000",Toyota Hilux 2014 White,"Lagos State, Ogba",138620 km,138620 km
46,/rJz1ydqwSJoDGnJewJhgukhp,"₦ 18,720,000",Lexus RX 2015 Black,"Lagos State, Victoria Island",78405 km,78405 km
47,/dWIT7r5at1TJct0c7yWBt64,"₦ 12,600,000",Toyota RAV4 2017 Silver,"Lagos State, Apapa",185320 km,185320 km
48,/fS15xy5Ba5w1rph1ywx3uWao,"₦ 840,000",Nissan Sentra 2005 Black,"Ogun State, Ado-Odo/Ota",248025 km,248025 km
49,/aR54NnNDZ6ezJrRJqcekPyk8,"₦ 3,570,000",Lexus GX 2004 Blue,"Rivers State, Port-Harcourt",241770 km,241770 km
50,/pG4W9zQJRuopk23JrNoYz16N,"₦ 3,255,000",Toyota Corolla 2009 Blue,"Abuja (FCT), Katampe",93892 km,93892 km
51,/5PHuKTUdK9LQNJWdboljlBXE,"₦ 3,640,000",Toyota Camry 2007 Black,"Abuja (FCT), Gwarinpa",253438 km,253438 km
52,/dzEimqo1jPoGAeRxSdYjZrc4,"₦ 9,660,000",Toyota 4-Runner SR5 2WD 2011 Black,"Rivers State, Port-Harcourt",75688 km,75688 km
53,/znTYuNklRdBTG8sIiDXca86R,"₦ 7,800,000",Lexus IS 2012 White,"Lagos State, Alimosho",178844 km,178844 km
54,/8ohAOV05qkMrLrNlC0EiD0Pl,"₦ 1,470,000",Acura MDX 2002 Silver,"Abuja (FCT), Lugbe District",303452 km,303452 km
55,/dLtSmtP2tNQ3a8XxwumJS3Xf,"₦ 3,120,000",Honda CR-V 2009 Black,"Lagos State, Lekki",148150 km,148150 km
56,/rY5fHlNvNq9P7Rk8bUUXMCKU,"₦ 6,037,500",Lexus ES 2011 Black,"Oyo State, Ibadan",148643 km,148643 km
57,/xchwzsVt1MO8Z0MKFHy8zPgB,"₦ 23,100,000",Mercedes-Benz GLC-Class 2017 White,"Lagos State, Ikeja",110629 km,110629 km
58,/tIjrmeqpZP7H01VaStBKQaXn,"₦ 6,240,000",Mazda CX-9 2009 White,"Oyo State, Ibadan",69485 km,69485 km
59,/6vHdmGcPhiQP6RFNcvLb7lEO,"₦ 6,195,000",Mercedes-Benz GLK-Class 2010 White,"Lagos State, Apapa",263172 km,263172 km
60,/wgHyUcJJXmfyhNLZXjcQZ5LV,"₦ 1,680,000",Nissan Murano 2007 Black,"Lagos State, Alimosho",225816 km,225816 km
61,/oHrQy4xSOX4fZ9S0mhyPjP7p,"₦ 1,995,000",BMW 325i 2002 Green,"Abuja (FCT), Jabi",283189 km,283189 km
62,/mqVOsCGdQXqyPQ2hVWhjGG8V,"₦ 892,500",Peugeot 206 2004 Red,"Kwara State, Ilorin East",1609338 km,1609338 km
63,/10WOhN1bJlLtdgBpcubym5UD,"₦ 3,045,000",Toyota Camry 2008 Red,"Lagos State, Ikeja",243225 km,243225 km
64,/ineAaDBQg2B7fcKVtt8JXM8a,"₦ 7,400,000",Ford F-150 2013 White,"Lagos State, Alimosho",371036 km,371036 km
65,/axF2TH1vmfLooOtgVwo0jZFy,"₦ 1,470,000",Honda Accord 2006 Black,"Kaduna State, Kaduna / Kaduna State",389165 km,389165 km
66,/2U0yjlWCDredaRtmtU2SbTR5,"₦ 4,725,000",Honda Pilot EX 4dr SUV (3.5L 6cyl 5A) 2012 Black,"Rivers State, Port-Harcourt",199479 km,199479 km
67,/b5BzqM9mjlkQ9Otod9L02wIM,"₦ 2,940,000",Toyota Sienna 2006 Black,"Lagos State, Lekki",215698 km,215698 km
68,/6mJDuqKq0kvVFGdYVQDbihRN,"₦ 2,100,000",Nissan Murano 2007 Gray,"Rivers State, Port-Harcourt",183110 km,183110 km
69,/pRhRpTOaHUepHdi1sIZFxIxQ,"₦ 2,392,000",Honda Pilot 2005 Silver,"Lagos State, Ogba",329946 km,329946 km
70,/cyWIsbnhpNWWpEy8uJ7tBwCc,"₦ 1,575,000",Honda Odyssey 2009 Silver,"Oyo State, Ibadan",206280 km,206280 km
71,/aEgBBUaNoALvYcZNkuSim0Qi,"₦ 3,640,000",Toyota Camry 2007 Gold,"Edo State, Benin City",62934 km,62934 km
72,/aRsaLE0e9Vm7Cim7E9R1zMj1,"₦ 5,775,000",Toyota Avalon 2015 Black,"Lagos State, Ikotun/Igando",122556 km,122556 km
73,/5bgtzkO0u9oGXhGwauj4LvDn,"₦ 945,000",Honda Accord 2005 Blue,"Edo State, Benin City",...,...
74,/nftiI2IIKxEJFcUd4G9svHZB,"₦ 1,732,500",Honda CR-V 2006 Silver,"Lagos State, Ikorodu",123521 km,123521 km
75,/kIgxc54YM53QSGZZ4EhWSJ2c,"₦ 3,160,000",Hyundai Sonata 2013 Gray,"Lagos State, Lekki",75716 km,75716 km
76,/nz5nHyEKv7PhrngWsOcNDwBI,"₦ 1,575,000",Toyota Camry 2004 Silver,"Abuja (FCT), Jabi",297997 km,297997 km
77,/unMI6oMmLfLGJjDAOt7QJlVX,"₦ 2,313,400",Honda Pilot 2006 Gray,"Lagos State, Surulere",282569 km,282569 km
78,/vXD9eCZKN3pxObYsxnHfOaTu,"₦ 12,080,000",Honda Accord 2016 Black,"Abuja (FCT), Garki 2",152190 km,152190 km
79,/swhd77QGO6wNRzmk0uGvRA8w,"₦ 5,928,000",Mercedes-Benz C350 2011 Blue,"Abuja (FCT), Gwarinpa",169914 km,169914 km
80,/dRMdf282mEN2AFl9ROS0QYcu,"₦ 2,600,000",Honda Accord 2007 Gray,"Lagos State, Ojodu",257626 km,257626 km
81,/u4syZIGdgibtNwtjFsQosGIT,"₦ 1,627,500",Honda Civic 2008 Black,"Abuja (FCT), Gwarinpa",210186 km,210186 km
82,/napjyT7s6gX2KD9RU6FjWK3b,"₦ 2,625,000",Toyota Sienna 2008 Red,"Ogun State, Ado-Odo/Ota",374110 km,374110 km
83,/85cVZIU0lf6RcTgZicaoVuXm,"₦ 4,160,000",Toyota Camry 2008 Black,"Abuja (FCT), Kubwa",245683 km,245683 km
84,/v65JtAZYXUj5cIdmrTCSCD4q,"₦ 2,772,000",Toyota Camry 2008 Gray,"Ondo State, Akure",382108 km,382108 km
85,/klW29PJyRPSR0khAQ7K2zM0s,"₦ 1,806,000",Volvo XC90 T6 AWD 2005 Gray,"Lagos State, Ikorodu",244035 km,244035 km
86,/hTC8yivmApGFlkwQpyUGklkC,"₦ 10,192,000",Mercedes-Benz GLK-Class 2010 White,"Lagos State, Ikorodu",149061 km,149061 km
87,/6xsBnOkh1bNg9ipQSStKEPgP,"₦ 2,625,000",Infiniti QX4 2003 Silver,"Abuja (FCT), Mararaba",173781 km,173781 km
88,/BiLfLNe2i82tUDcg2aVjX8Kx,"₦ 3,024,000",Toyota Highlander Limited V6 2005 Blue,"Lagos State, Ikeja",229649 km,229649 km
89,/ATVAaifQMLdlrDmVyAO2kxne,"₦ 3,858,750",Ford Ranger 2012 White,"Abuja (FCT), Katampe",107998 km,107998 km
90,/q4YS7IGOqRl0jy1VWPhTjEsk,"₦ 3,432,000",Toyota Camry 2009 Red,"Abuja (FCT), Jabi",317025 km,317025 km
91,/puXOFkUCjD0xYeoddwie2fHW,"₦ 3,600,000",Honda Accord Crosstour 2010 Red,"Delta State, Oshimili South",87287 km,87287 km
92,/plbXvzGwuPHGKRzdIaCCpBjb,"₦ 7,875,000",Mercedes-Benz S-Class 2005 Silver,"Abuja (FCT), Jabi",92971 km,92971 km
93,/pIDiKBiTDgDvwOkODUp3G2ha,"₦ 3,375,000",Mercedes-Benz B-Class 2008 Silver,"Kaduna State, Kaduna / Kaduna State",99999 km,99999 km
94,/rhvstDdW5WmulJ1NYtXCbRpW,"₦ 2,250,000",Honda Accord 2008 Silver,"Abuja (FCT), Lugbe District",171591 km,171591 km
95,/44EPskf55bBCsTGbBXTrPTYj,"₦ 3,937,500",Toyota Camry 2007 Gold,"Lagos State, Isolo",168212 km,168212 km
96,/p45y86vmoCOPaI6mRjqCLiZN,"₦ 1,665,000",Nissan Xterra SE 4x4 2006 Silver,"Lagos State, Ikeja",164606 km,164606 km
97,/6AWPsr2OUNzUCPdXJQNhd5Gm,"₦ 1,856,250",Toyota Camry 2004 Black,"Rivers State, Port-Harcourt",122557 km,122557 km
98,/7qvBXjsBch4yEFOSh0FHGsry,"₦ 1,522,500",Honda Accord 2007 Blue,"Lagos State, Ogudu",154472 km,154472 km
99,/3CFzQGfG3Wu7d0XbI70EOwYH,"₦ 2,812,500",Toyota Sienna 2004 Silver,"Oyo State, Ibadan",235435 km,235435 km
100,/r7P4koefu2wsTbeUBCj8GcBg,"₦ 4,160,000",Honda Accord Crosstour 2010 Silver,"Lagos State, Lekki",213435 km,213435 km
101,/6pqMVHgoFkViSckd1ZIV0AmJ,"₦ 4,935,000",Toyota Camry 2.4 2008 Gold,"Akwa Ibom State, Uyo",225187 km,225187 km
102,/mnDC1rg6ThFgxm5nRgoighL,"₦ 1,470,000",Volkswagen Jetta 2009 Blue,"Oyo State, Ibadan",...,...
103,/upo5Mc8tQ8a4MXvqH7mc6d4Y,"₦ 2,912,000",Toyota Corolla 2006 Blue,"Lagos State, Ikeja",243028 km,243028 km
104,/tHNLirC9X1G89TJvhn7u6eou,"₦ 2,184,000",Toyota Camry 2002 Green,"Abuja (FCT), Lugbe District",553889 km,553889 km
105,/C4x6i5Wexckuazruhw9LczK2,"₦ 4,410,000",Toyota Corolla 2013 Red,"Lagos State, Apapa",121908 km,121908 km
106,/dwwUimBtqrl9jR4s3TDoR2F2,"₦ 1,872,000",Honda Accord 2005 Black,"Lagos State, Ojodu",246338 km,246338 km
107,/1hpsK73cdFOy4wvzW83MCTdU,"₦ 5,250,000",Volkswagen Routan 2010 Gray,"Lagos State, Ikorodu",152341 km,152341 km
108,/nFwwjz9OPBBJVStuhzndU27p,"₦ 15,808,000",Mercedes-Benz GL-Class GL 450 2012 Green,"Lagos State, Ikeja",346012 km,346012 km
109,/kFFnfhoXOU5igCKE9G5vQPhy,"₦ 5,040,000",Honda Accord 2014 Silver,"Lagos State, Yaba",39551 km,39551 km
110,/zXWcZQ1cRyhNFfgH0K2C69yO,"₦ 5,720,000",Lexus ES 2011 Gold,"Lagos State, Alimosho",109036 km,109036 km
111,/oDuhT2t5vfMYScf5ZcjhZa9,"₦ 12,600,000",Toyota Highlander 2015 Blue,"Lagos State, Isolo",98483 km,98483 km
112,/Bqy8fS8Me2wAaoMRndG519gj,"₦ 924,000",Mazda 626 2000 White,"Akwa Ibom State, Uyo",203790 km,203790 km
113,/tD7eqj95tiokld4HT9y2N5UR,"₦ 2,250,000",Toyota Corolla 2004 Red,"Oyo State, Ibadan",435300 km,435300 km
114,/5DkDz6mMlXzPVS6UVd4s22gk,"₦ 1,155,000",Toyota Sienna 2000 Gray,"Lagos State, Ikorodu",231528 km,231528 km
115,/6xWf2AQOJjuEpSlFsjslYnKS,"₦ 10,500,000",Toyota Tacoma 2013 White,"Lagos State, Ajah",82516 km,82516 km
116,/wxvl58nWPr4exkOA21QQ4TI9,"₦ 3,432,000",Toyota Sienna 2007 Gold,"Lagos State, Alimosho",368443 km,368443 km
117,/Bk1QuGZkqmIFwZ14smYNa3ah,"₦ 1,230,600",Honda CR-V 2002 Black,"Lagos State, Ojodu",216145 km,216145 km
118,/fS15xy5Ba5w1rph1ywx3uWao,"₦ 840,000",Nissan Sentra 2005 Black,"Ogun State, Ado-Odo/Ota",248025 km,248025 km
119,/d3MzHubjZi5HQJSBmY8Dityq,"₦ 4,160,000",Toyota Corolla 2010 Silver,"Abuja (FCT), Garki 2",139161 km,139161 km
120,/pG4W9zQJRuopk23JrNoYz16N,"₦ 3,255,000",Toyota Corolla 2009 Blue,"Abuja (FCT), Katampe",93892 km,93892 km
121,/mWzv5DhAQxqsoG69O9GNnrIg,"₦ 2,600,000",Hyundai Elantra 2008 Black,"Kaduna State, Kaduna / Kaduna State",313045 km,313045 km
122,/gpBmYPZe2v7Br1yt6HZsocmh,"₦ 1,365,000",Honda Accord 2004 Beige,"Lagos State, Lekki",272543 km,272543 km
123,/jGZFFAQiHiFmUtCiwqn1A12H,"₦ 1,890,000",Honda City 2009 Gold,"Rivers State, Port-Harcourt",114095 km,114095 km
124,/dTZpVpduwYSsLvMKC7ByrOkn,"₦ 35,700,000",Toyota Camry 2022 Gray,"Abuja (FCT), Jabi",199 km,199 km
125,/zIEKMr7wrEUgwSZqsV8utGrF,"₦ 2,835,000",Mercedes-Benz CLS 2006 Gray,"Kwara State, Ilorin East",431003 km,431003 km
126,/hxVVi2yuvluIRRxXOLCBULjj,"₦ 2,646,000",Toyota RAV4 2006 Blue,"Lagos State, Ajah",111815 km,111815 km
127,/4bEj4uQUZAMs2vpLQqlV3aLV,"₦ 2,520,000",Ford F-150 2006 Black,"Lagos State, Yaba",163690 km,163690 km
128,/tIjrmeqpZP7H01VaStBKQaXn,"₦ 6,240,000",Mazda CX-9 2009 White,"Oyo State, Ibadan",69485 km,69485 km
129,/dE8cEkvYl7NcFl0YiMak3IqS,"₦ 3,150,000",Renault Laguna 2003 Silver,"Lagos State, Alimosho",224342 km,224342 km
130,/w2i75QaWsFghSgmf71vwyVkv,"₦ 3,432,000",Volvo XC90 2005 Silver,"Abuja (FCT), Garki 2",193704 km,193704 km
131,/32iqawGX1gIz4bVFMSPeCBkS,"₦ 1,872,000",Peugeot 307 X-Line 1.6 Automatic 2006 Silver,"Akwa Ibom State, Uyo",107232 km,107232 km
132,/acXAdnwSH5fRqOiSNhllwyqB,"₦ 1,680,000",Toyota Sienna 2002 Red,"Oyo State, Ibadan",239544 km,239544 km
133,/10WOhN1bJlLtdgBpcubym5UD,"₦ 3,045,000",Toyota Camry 2008 Red,"Lagos State, Ikeja",243225 km,243225 km
134,/gcA5XMwoxCf7Wh8vM8GINwfk,"₦ 4,708,000",Lexus GX 2005 Blue,"Lagos State, Ilupeju",117966 km,117966 km
135,/eRnk7hcyOGjm99N5zVhVATAA,"₦ 2,184,000",Honda Accord 2009 Gray,"Lagos State, Alimosho",254063 km,254063 km
136,/tYixrTzU6GkHwjWhYdUcxdVt,"₦ 1,910,000",Mazda 6 2009 Silver,"Abuja (FCT), Garki 2",357323 km,357323 km
137,/b5BzqM9mjlkQ9Otod9L02wIM,"₦ 2,940,000",Toyota Sienna 2006 Black,"Lagos State, Lekki",215698 km,215698 km
138,/6mJDuqKq0kvVFGdYVQDbihRN,"₦ 2,100,000",Nissan Murano 2007 Gray,"Rivers State, Port-Harcourt",183110 km,183110 km
139,/pRhRpTOaHUepHdi1sIZFxIxQ,"₦ 2,392,000",Honda Pilot 2005 Silver,"Lagos State, Ogba",329946 km,329946 km
140,/cyWIsbnhpNWWpEy8uJ7tBwCc,"₦ 1,575,000",Honda Odyssey 2009 Silver,"Oyo State, Ibadan",206280 km,206280 km
141,/aEgBBUaNoALvYcZNkuSim0Qi,"₦ 3,640,000",Toyota Camry 2007 Gold,"Edo State, Benin City",62934 km,62934 km
142,/aRsaLE0e9Vm7Cim7E9R1zMj1,"₦ 5,775,000",Toyota Avalon 2015 Black,"Lagos State, Ikotun/Igando",122556 km,122556 km
143,/5bgtzkO0u9oGXhGwauj4LvDn,"₦ 945,000",Honda Accord 2005 Blue,"Edo State, Benin City",...,...
144,/nftiI2IIKxEJFcUd4G9svHZB,"₦ 1,732,500",Honda CR-V 2006 Silver,"Lagos State, Ikorodu",123521 km,123521 km
145,/kIgxc54YM53QSGZZ4EhWSJ2c,"₦ 3,160,000",Hyundai Sonata 2013 Gray,"Lagos State, Lekki",75716 km,75716 km
146,/nz5nHyEKv7PhrngWsOcNDwBI,"₦ 1,575,000",Toyota Camry 2004 Silver,"Abuja (FCT), Jabi",297997 km,297997 km
147,/unMI6oMmLfLGJjDAOt7QJlVX,"₦ 2,313,400",Honda Pilot 2006 Gray,"Lagos State, Surulere",282569 km,282569 km
148,/vXD9eCZKN3pxObYsxnHfOaTu,"₦ 12,080,000",Honda Accord 2016 Black,"Abuja (FCT), Garki 2",152190 km,152190 km
149,/swhd77QGO6wNRzmk0uGvRA8w,"₦ 5,928,000",Mercedes-Benz C350 2011 Blue,"Abuja (FCT), Gwarinpa",169914 km,169914 km
150,/dRMdf282mEN2AFl9ROS0QYcu,"₦ 2,600,000",Honda Accord 2007 Gray,"Lagos State, Ojodu",257626 km,257626 km
151,/u4syZIGdgibtNwtjFsQosGIT,"₦ 1,627,500",Honda Civic 2008 Black,"Abuja (FCT), Gwarinpa",210186 km,210186 km
152,/napjyT7s6gX2KD9RU6FjWK3b,"₦ 2,625,000",Toyota Sienna 2008 Red,"Ogun State, Ado-Odo/Ota",374110 km,374110 km
153,/85cVZIU0lf6RcTgZicaoVuXm,"₦ 4,160,000",Toyota Camry 2008 Black,"Abuja (FCT), Kubwa",245683 km,245683 km
